nama_workcenter,nama_detail,nama_dept,nomor_wo_repair,level_wo,level_urgency,estimasi,Requestor,status_wo,waktu_kerusakan_mesin,waktu_pengajuan_servis,nama_kerusakan,deskripsi_bebas,jenis_failure,penyebab_masalah,penyelesaian,saran,waktu_mulai,waktu_selesai,catatan_perlu_pmt,catatan,waktu_reject_wo,ditolak_oleh
Fillpack B,Filling 6 Line F6L1009,PRB,AC1909-0091,menghambat,High,3 Hari,Sugiyono NSI,done,2/28/2019 8:36:00 AM,2/28/2019 8:36:00 AM,strip cutting eror,strip cutting over load terus,Pengoperasian tidak normal,rantai terlalu kencang,"clutch free, reset strip cutting >> test run >> terjadi overload lagi >> cek ruang mekanik >> rantai output C&B cutting terlalu kencang >> setting gear tension >> test run >> OK, kepotong istirahat >> lanjut test dan pantau menggunakan produk >> OK",-,2/28/2019 9:00:00 AM,2/28/2019 10:45:00 AM,,,,
Fillpack B,Filling 6 Line F6L1013,PRB,AC1849-0044,menghambat,High,3 Hari,Okta Fajarsyah,done,12/4/2018 1:00:00 AM,12/4/2018 6:12:00 AM,Panel Dinding,NGETRIP,Part rusak,pengaman tegangan pada panel lossphase trip,"check ruamg elektrik >> cek motor pada mesin >> tidak berat dan tidak ada yang panas >> check panel elektrik >> tidak ada yang trip >> check panel lose phasse>> pengaman tegangan trip >> dugdaan kaena stabilizernya >>handover ke utylity
",-,12/4/2018 1:00:00 AM,12/4/2018 2:00:00 AM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1844-0261,menghambat,High,3 Hari,Pratiknyo,done,11/2/2018 9:16:00 PM,11/2/2018 9:16:00 PM,Sensor error,Sensor error,Part rusak,sensor photocell rusak,coba bongkar photocell>> coba test dibawah photocell error>> tidak bisa diteach>> coba bawa photo cell untuk diganti>> dugaan photocell rusak/kabel socket photocell rusak>> coba bawa photo cell ke bengkel untuk diganti>> sparepart tidak ada>> spare kabel socket 5 kabel juga tidak ada>> coba diganti dengan kabel photocell ml>> dengan socket 4 kabel>> NPN>> BONGKAR PHOTOCELL>> baut photo cell slek>> las dengan baut agar bisa dibuka >> baut terbuka>> coba pasang photo cell baru>> wiring photocell>> ok,-,11/2/2018 9:30:00 PM,11/2/2018 10:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1911-0053,menghambat,High,3 Hari,Hendi Hariyadi,done,3/13/2019 10:07:00 AM,3/13/2019 10:19:00 AM,pin real lifthing patah,Mohon diperbaiki,Part rusak,pin reel patah,lepas rantai reel lifting >> buat pin yang baru dari baut >> pasang pin pada mesin >> pasang rantai >> test run reel lifting naik dan turun >> OK,-,3/13/2019 11:00:00 AM,3/13/2019 12:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1009,PRB,AC1915-0028,menghambat,High,3 Hari,Hendi Hariyadi,done,4/10/2019 10:25:00 AM,4/10/2019 10:39:00 AM,Multiline D permintaan klem vackum,Permintaan klem vakum ,Part rusak,klem selang rusak,ganti klem >> OK,-,4/10/2019 11:30:00 AM,4/10/2019 11:45:00 AM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1845-0047,menghambat,High,3 Hari,Purwanti,done,11/5/2018 11:31:00 AM,11/5/2018 11:31:00 AM,HORIZONTAL SEAL,Horisontal sealer tidak bisa ngepres,Temperatur/tekanan tidak normal,photosel tidak baca,"cek >> line 10 bocor >> tambahkan teplon >> cek jalan >> masih bocor >> photosell tidak membaca >> setting fotosel >> masih tidak ok >> coba lepas photo shell >> tes dibawah >> sensnor tidak baca >> coba ganti dengan punya vilvo >> ubah posisi >> setting sensor >> ok >> pasang sensor >> tes ujalan >> photosel tidak baca lagi >> lanjut sif berikutnya
",-,11/5/2018 11:45:00 AM,11/5/2018 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1014,PRB,AC1904-0245,menghambat,High,3 Hari,Pratiknyo,done,1/28/2019 7:20:00 PM,1/28/2019 7:21:00 PM,Pisau sliter macet,Pisau sliter macet,Part rusak,bearing macet,"hasil slitter line 5-6 lecet >> cek, bearing bantalan slitter macet >> lepas bantalan slitter >> ganti dengan yang baru >> pasang pada mesin >> test running mesin >> setting pressan bantalan slitter >> ok
",-,1/28/2019 7:45:00 PM,1/28/2019 8:15:00 PM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1845-0196,menghambat,High,3 Hari,Pratiknyo,done,11/8/2018 10:31:00 AM,11/8/2018 10:31:00 AM,Potongan sachet nggak stabil,Line 6 & 7 Kadang nggak motong,Pengoperasian tidak normal,line 6 dan 7 motongnya tidak ok,"cek >> pisau pada line 6 7 tidak motong sempurna >> coba setting pressan  pisau d line 6 >>cek jalan >> pindah line 1  dan 2 yang tidak ok >> setting pressan pisau lagi >> tes jalan >> hasil potongan masih dalam pantauan >> hasil potongan line 3 kurang ok >> lanjut sif berikutnya
",-,11/8/2018 9:00:00 AM,11/8/2018 2:00:00 PM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1850-0171,menghambat,High,3 Hari,Pratiknyo,done,12/13/2018 4:12:00 PM,12/13/2018 4:12:00 PM,Homing,Home position nggak nyala,Temperatur/tekanan tidak normal,motor servo over heat,coba homming >> mesin tidak bisa homming>> check servo driver tidak ada yang error>> check>> semua motor servo>> servo horizontal seal panas over heat>> dinginkan motor>> coba test inching gerakan horizontal lancar>> lumasi shaft dengan oli>> test run auto>>  ok >> test pantau,-,12/13/2018 6:30:00 PM,12/13/2018 9:00:00 PM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1901-0188,menghambat,High,3 Hari,Purwanti,done,1/5/2019 11:50:00 AM,1/5/2019 11:50:00 AM,Low pressure air,Mesin mati karena low pressure,Pengoperasian tidak normal,low air pressure,setting batas atas dan batas bawah pressure mesin > test > ok > ada kabel empty sachet yang lepas > perbaiki kabel dengan skun dan kabel yang baru > test run > pantau > OK,-,1/5/2019 12:00:00 PM,1/5/2019 1:15:00 PM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1912-0123,menghambat,High,3 Hari,Purwanti,done,3/20/2019 9:12:00 AM,3/20/2019 9:12:00 AM,Sensor error,hasil filling sachet isi produk jatuh ke conveyor belakang untuk sachet kosong.,Pengoperasian tidak normal,sensor measuring box kadang tidak ngebaca,"pada saat running kadang hasil sachet ke reject walaupun ada isinya >> cek, terdapat alarm error empty sachet >> setting posisi empty sachet >> setting posisi jalur sachet >> kepotong istirahat >> test running >> masih belum ok >> cek, posisi measuring box tidak ok kurang maju >> setting posisi measuring box >> test running >> masih kadang ke reject >> cek, sensor measuring box kadang tidak ngebaca >> setting posisi sensor >> test >> pantau >> ok >> pisau slitter line 1 kadang tidak motong >> setting pressan beberapa kali >> masih belum ok >> setting ulang beberapa kali >> test >> pantau >> ok",-,3/20/2019 9:00:00 AM,3/20/2019 2:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1843-0291,menghambat,High,3 Hari,Hendi Hariyadi,done,10/26/2018 6:56:00 AM,10/26/2018 7:03:00 AM,tension roll goyang,"mohon di cek bearing dan dudukannya , roll saat ini sering menggeser tidak pressisi",Misalignment,roll film ngegeser terus,"cek, lepas roller, bagian rumah bearing roller nya udah kemakan > coba ganti pakai beberapa sim kuningan > pasang > test > hasil masuknya roll film tidak ok, ngelipat > setting posisi dudukan roller tension dan jalur roll film > test > hasil belum ok > drat dudukan roll film sudah tidak ok > lepas part > seah terima dengan supplier untuk di gambar > dan ke shift selanjut nya > lanjut shift selanjutnya >> lanjut shift sebelumnya  >> pasang roller tension yang sebelumnya telah direpair dan buat baru oleh supplier >> test running mesin >> ok
",-,10/26/2018 8:00:00 AM,10/26/2018 4:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1840-0269,menghambat,High,3 Hari,Sugiyono NSI,done,10/5/2018 7:27:00 PM,10/5/2018 7:28:00 PM,puller,"pemasangn cooler, modifikasi",Part rusak,"belum ada coller sebelumnya
","perbesar lubang cooler (bor ulang mata bor M2) > lepas patahan selang yang ada di fitiing > pasang selang yang baru (selang 6mm) sepanjang 3 meter > pasang finger valve/flow control untuk coller > pasang T junction dan flow control/ finger valve untuk kebutuhan operator membersihkan mesin > OK (tingga dirapihkan alur selangnya dengan kabel ties dan mount kabel)
",-,10/5/2018 9:15:00 PM,10/5/2018 10:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1846-0095,menghambat,High,3 Hari,Hendi Hariyadi,done,11/13/2018 6:56:00 PM,11/13/2018 7:06:00 PM,"mesin sering mati , baut L bagian rantai belakang sudah aus",Permintaan socket screw M5x 10 1 buah ,Part rusak,usia,ganti,-,11/13/2018 8:15:00 PM,11/13/2018 8:30:00 PM,,,,
Fillpack B,Filling Stickpack FST1001,PRB,AC1913-0127,menghambat,High,1 Hari,Pratiknyo,done,3/27/2019 4:34:00 PM,3/27/2019 4:35:00 PM,Measuring box,"Baut patah, minta stock baut",Part rusak,baut patah,ganti baut yang patah 4 pcs >> pasang pada mesin >> ok,-,3/27/2019 4:30:00 PM,3/27/2019 5:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1851-0213,menghambat,High,3 Hari,Hendi Hariyadi,done,12/20/2018 1:15:00 PM,12/20/2018 1:24:00 PM,line 4 jaws terganjal open here bocor,mohon di check,Misalignment,ada ring yang terlalu maju,"ada ring yang lebih panjang dari pada pisau sehingga menyobek kemasan produk>> setting kembali pisau dan ringnya>> test>> pantau>> oke
",-,12/20/2018 2:30:00 PM,12/20/2018 3:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1901-0001,menghambat,High,3 Hari,Hendi Hariyadi,done,1/2/2019 7:01:00 AM,1/2/2019 7:11:00 AM,permintaan stop kran angin,mohon permintaan kran angin,Part rusak,pergantian finger valve,"cek, handle buka tutup finger valve selang anginnya sudah rusak > ganti finger valve dengan yang baru > pasang > test > OK",-,1/2/2019 7:15:00 AM,1/2/2019 7:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1907-0005,menghambat,High,3 Hari,Hendi Hariyadi,done,2/12/2019 8:02:00 AM,2/12/2019 8:13:00 AM,Open here terlalu dalam,mohon di bantu cek & sett,Pengoperasian tidak normal,open here terlalu mepet ,setting open here beberapa kali >> test >> pantau >> ok,-,2/12/2019 9:00:00 AM,2/12/2019 9:30:00 AM,,,,
Fillpack B,Foot sealer FSL1001,PRB,AC1840-0277,menghambat,High,3 Hari,Okta Fajarsyah,done,10/5/2018 3:00:00 PM,10/6/2018 9:35:00 AM,Pijakan Foot Seler,PIjakan Foot sealer lepas engsel nya,Part rusak,"as engsel patah
","ganti engsel pijakan foot sealer dengan baut M8 dan 2 mur dan 2ring M8 > Bor pijakan foot sealer bagiian lubang engsel > pasang pijakan foot selaer dan baut untuk engsel yang baru > test > OK
",-,10/4/2018 4:00:00 PM,10/4/2018 5:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1912-0168,menghambat,High,3 Hari,Sugiyono NSI,done,3/21/2019 7:04:00 PM,3/21/2019 7:04:00 PM,open here rusak,line 1 open here rusak harus ganti,Part rusak,open here sudah tumpul,"test run >> open here line 1 nyobek >> setting pressan sealing jaws >> belum OK >> lepas ganjal di pisau open here >> belum OK >> lepas pisau open here >> ganti dengan pisau yang baru, tapi open here 3mm sedang tidak tersedia >> gunakan open here 4mm >> gerinda sedikit bagian sisinya >> pasang ke mesin >> test run >> OK",-,3/21/2019 8:00:00 PM,3/21/2019 9:00:00 PM,,,,
Fillpack B,Foot sealer FSL1001,PRB,AC1852-0030,menghambat,High,3 Hari,Admin PRB Fillpack,done,12/24/2018 4:43:00 PM,12/24/2018 4:43:00 PM,Tidak nyala,Tidak ada aliran listrik,"Suplai utility kurang/hilang (angin, air, steam, listrik)",steker longgar,cek > tidak bisa nyala >> cek arus dari colokan >> ada >> cek kabel >> tidak ada yang putus >> coba kencangkang kabel >> ,-,12/24/2018 4:45:00 PM,12/24/2018 5:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1918-0173,menghambat,High,3 Hari,Hendi Hariyadi,done,5/2/2019 11:05:00 PM,5/2/2019 11:18:00 PM,Open Here,open here tidak ok ,Part tidak sesuai,open here bertemu dengan open here,"test run mesin >> open here line 3-4 tidak adaan sebelah >> cek open here, ganjalan sudah banyak >> cek jaws dinamis, open here bertemu dengan open here >> lepas pisau open here pada jaws dinamis >> ganti dengan bantalan open here >> pasang >> open here terlalu nyobek >> lepas ganjalan pada pisau open here >> test >> OK, cycle berikutnya posisi open here terlalu mepet ke pinggir >> setting posisi pisau open here >> OK, open here line 5-6 tidak adaan >> tambah ganjal plat sim beberapa kali >> test + pantau >> OK, test kebocoran sachet >> OK",-,5/3/2019 12:00:00 AM,5/3/2019 2:00:00 AM,,,,
Fillpack B,Foot sealer FSL1001,PRB,AC1917-0164,menghambat,High,3 Hari,Hendi Hariyadi,done,4/25/2019 11:25:00 AM,4/25/2019 11:38:00 AM,stick foot sealer,hand sealer rusak milik H 2,Part rusak,limit switch tidak tertekan,buka penutup bagian bawah hand sealer>cek kondisi trafo>ok>cek bagian limit switch >> ketika ditempel limit switch tidak ngontak >> setting posisi besi penekan >> test beberapa kali >> OK,-,4/25/2019 6:30:00 AM,4/25/2019 7:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1918-0226,menghambat,High,3 Hari,Hendi Hariyadi,done,5/6/2019 6:58:00 PM,5/6/2019 7:11:00 PM,korn ML rusak,MOhon cek korn ML nya turun terus,Part rusak,pen lepas dari as reel lifting,"lepas cover rantai reel lifting >> lepas rantai reel lirting >> sejajarkan posisi reel lifting >> sejajarkan lubang pada gear dan pada as reel lifting >> pasang pen pada gear dan as >> pasang rantai reel lifting >> test naik dan turunkan reel lifting >> OK, pasang cover rantai reel lifting >> OK",-,5/6/2019 7:15:00 PM,5/6/2019 9:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1016,PRB,AC1919-0188,menghambat,High,3 Hari,Hendi Hariyadi,repaired,5/13/2019 11:06:00 AM,5/13/2019 11:20:00 AM,jaws eror,Mohon di check seal not ok ,Pengoperasian tidak normal,pressan jaws tidak OK,"setting pressan sealing jaws beberapa kali >> test kebocoran >> hasil masih bocor >> setting dose timing >> msih belum OK >> setting L4 set beberapa kali >> test kebocoran >> OK, pantau hasil >> OK",-,5/13/2019 11:30:00 AM,5/13/2019 1:00:00 PM,,,,
Fillpack B,Konveyor KVY1016,PRB,AC1920-0137,menghambat,High,3 Hari,Hendi Hariyadi,done,5/16/2019 6:40:00 AM,5/16/2019 6:54:00 AM,konveyor bermasalah,bearing rusak ,Pengoperasian tidak normal,sensor tidak bisa ngebaca ke reflektor,"lepas sensor bagian tengah, tukar dengan bagian belakang, karena sensor bagian belakang tidak mau ngebaca >> belum OK, sensor masih sama tidak ngebaca >> setting posisi reflektor berulang kali >> belum OK, lepas sensor belakang, ganti dengan sensor type sick, pasang >> setting >> masih kadang tidak OK >> lepas sensor >> setting kembali, masih kadang tidak OK, lanjut shift berikut > ganti sensor (pakai sensor pelipat omag A 2pcs) >> setting posisi sesnor dan speed motor >> OK",-,5/16/2019 8:30:00 AM,5/16/2019 3:45:00 PM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1910-0137,menghambat,High,3 Hari,Hendi Hariyadi,done,3/11/2019 8:52:00 AM,3/11/2019 9:04:00 AM,mata open here patah ,mohon di check urgent,Part rusak,open here tidak ok,"tunggu sealer dingin >> buat lubang baru untuk penjepit Open here >> tap ulang >> pasang open here >> tunggu suhu naik >> test running >> hasil open here terlalu nyobek >> setting berulang ulang open here >> masih belum ok >> coba kurangi ganjalan open here >> hasil open here malah tidak adaan >> tambah kembali ganjalan plat sim >> masih belum ok, hasil terlalu nyobek >> lepas bantalan open here >> gerinda agar lebih pendek bantalannya >> pasang kembali bantalan open here >> hasil open here tidak adaan >> tambah plat sim >> masih belum ok >> setting parameter eliptical (password : 52016) beberapa kali >> open here sudah ok >> test running >> cek, hasil sealing jaws line 1 nyobek >> setting pressan dan L4 set sealing jaws >> test >> cek hasil bocor sachet kosong, ok >> test menggunakan produk >> ok tetapi hasil open here tidak ada 1 sisi >> setting kembali pressan sealing jaws >> belum OK, setting parameter jaws beberapa kali >> masih belum OK >> tambahkan ganjalan sim >> belum OK >> setting parameter jaws hingga mencapai angka 1724 >> hasil sudah mulai OK, line 5-6 tidak adaan sebelah >> tambahkan ganjalan plat sim >> test + pantau >> OK
",-,3/11/2019 9:00:00 AM,3/12/2019 12:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1014,PRB,AC1906-0071,menghambat,High,3 Hari,Pratiknyo,done,2/6/2019 4:29:00 PM,2/6/2019 4:29:00 PM,Roller macet,Roller macet,Part rusak,bearing macet,"coba test run mesin hanya dengan sealing roller yang beroperasi >> roller tidak bergerak >> test putaran roller dari manual crank >> putaran berat >> cek ruang mekanik >> gear novotek sudah ada yang ompong pada mata gigi nya >> lepas gear novotek >> bawa ke bengkel >> ganti dengan yang baru >> lepas pressan sealing roller >> test roller dinamis putarannya lancar, sementara roller statis putarannya agak macet >> lepas penutup bearing pada blok samping depan >> bearing dipasang seal karet >> lepas seal karet >> grease manual >> gerakan sealing roller masih berat >> turunkan masakan + doser >> dan dinginkan mesin >> terpotong istirahat >> lepas wiring heater >> lepas baut-baut pada blok samping mesin >> lepas slitter dan bantalan, open here + bantalan, bantalan pisau strip cutting dan strip cut >> ketika akan melepas pengunci selongsong, pengunci selongsong berat >> pukul berkali-kali untuk melepas + lumasi dengan WD >> pengunci terbuka, tapi gear sulit untuk dibuka >> lanjut shift berikut >> Lanjut shift sebelumnya >> pasang kembali pengunci gear sealing roller >> pasang kembali gear novotek >> wiring kabel heater dan termocouple >> pasang bantalan slitter dan bantalan open here >> pasang bantalan pisau strip cutting dan bantalan strip cut >> pasang guide bantalan strip cutting dan strip cut >> pasang pressan sealing jaws dan sealing rollers >> pasang pressan bantalan strip cutting dan strip cut >> pasang dudukan roller tension >> pasang cooler sachet >> pasang guide pisau slitter dan pisau open here >> nyalakan mesin >> suhu sealing rollers pada display 1 derajat >> matikan mesin >> balikan kabel termocuple >> nyalakan kembali mesin >> suhu sealing roller turun >> coba cek fuse, ok >> cek heater tahanan heater, ok >> cek, kondisi heater ada yang terkelupas kabelnya >> isolasi kabel >> nyalakan kembali mesin >> suhu sudah ok >> tunggu suhu tercapai >> test running mesin >> hasil saeling rollers dan sealing jaws tidak ngeseal >> setting parameter suhu >> tunggu suhu tercapai >> test sachet kosong, ok >> kepotong istirahat >> test  menggunakan produk >> pantau >> ok

",-,2/6/2019 4:15:00 PM,2/7/2019 7:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1010,PRB,AC1913-0199,menghambat,High,3 Hari,Hendi Hariyadi,done,4/1/2019 5:34:00 PM,4/1/2019 5:47:00 PM,Sliter,mohon ganti bearing dan slitter atas,Part rusak,"bearing slitter sudha tidak OK, dan pisau tumpul",lepas pisau slitter atas dari mesin >> ganti bearing 6000 1 pcs dan piau slitter 1 pcs >> rakit dan pasang kembali pada mesin >> setting pressan bantalan slitter >> OK,-,4/1/2019 7:00:00 PM,4/1/2019 7:30:00 PM,,,,
Fillpack B,Konveyor KVY1021,PRB,AC1911-0112,menghambat,High,3 Hari,Hendi Hariyadi,done,3/14/2019 6:40:00 AM,3/14/2019 6:51:00 AM,conveyor bunyi ,mohon di check dan di perbaiki,Part rusak,bearing rusak,lepas roller bearing >> bawa ke bengkel >> ganti bearing 61902 sebanyak 2 pcs >> pasang kembali ke mesin >> setting roller tension >> OK,-,3/14/2019 10:00:00 AM,3/14/2019 11:00:00 AM,,,,
Fillpack B,Konveyor KVY1023,PRB,AC1919-0178,menghambat,High,3 Hari,Hendi Hariyadi,done,5/13/2019 7:33:00 AM,5/13/2019 7:46:00 AM,sensor eror,mohon di check,Pengoperasian tidak normal,sensor tidak nge detect dengan baik,setting sensitifitas sensor beberapa kali >> belum OK >> setting posisi sensor terhadap reflektor >> sensor masih kadang OK kadang tidak >> setting posisi reflektor beberapa kali >> test + pantau >> OK,-,5/13/2019 8:30:00 AM,5/13/2019 9:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1014,PRB,AC1909-0220,menghambat,High,3 Hari,Purwanti,done,3/4/2019 11:55:00 AM,3/4/2019 11:56:00 AM,ROLLER,Sealing roller bocor,Pengoperasian tidak normal,Settingan pressan tidak pas,"setting pressan roller beberapa kali >> masih belum ok >> setting L4 set beberapa kali >> test kebocoran sachet >> ok 
",-,3/4/2019 11:15:00 AM,3/4/2019 12:15:00 PM,,,,
Fillpack B,Konveyor KVY1025,PRB,AC1844-0127,menghambat,High,3 Hari,Admin PRB Fillpack,done,11/1/2018 4:23:00 AM,11/1/2018 4:23:00 AM,sensornya error,Hasil lipatan tidak ok,Pengoperasian tidak normal,posisi sensor tidak ok,setting sensor dan setting speed >> OK,menjaga kebersihan mesin,11/1/2018 4:30:00 AM,11/1/2018 5:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1014,PRB,AC1910-0073,menghambat,High,3 Hari,Pratiknyo,done,3/5/2019 5:40:00 PM,3/5/2019 5:40:00 PM,Strip cutting,"Strip cutting mepet, khawatir bocor",Pengoperasian tidak normal,gear transmisi jaws aus,setting parameter jaws >> setting parameter strip cutting >> jaws masih loncat >> homing ulang jaws >> test run >> masih loncat >> homing manual >> buka belt motor servo >> setting >> test run >> OK,-,3/5/2019 6:30:00 PM,3/5/2019 8:30:00 PM,,,,
Fillpack B,Filling 6 Line F6L1015,PRB,AC1845-0003,menghambat,High,3 Hari,Hendi Hariyadi,done,11/5/2018 7:16:00 AM,11/5/2018 7:24:00 AM,klep sachet output kendor,klep sachet output kendor ,Pengoperasian tidak normal,plap output produk error,check>> angin>> check cylinder>> ok>> check solenoid>> socket kendor>> kencangkan>> ok,-,11/5/2018 8:00:00 AM,11/5/2018 8:30:00 AM,,,,
Fillpack B,Filling 6 Line F6L1017,PRB,AC1904-0180,menghambat,High,1 Hari,M arief lukman,done,1/28/2019 6:59:00 AM,1/28/2019 6:59:00 AM,RELL agliment mati,roll agliment mati ,Pengoperasian tidak normal,ada parameter yang tidak sesuai,"coba gerakan reel alignment manual dari HMI >> tidak OK, gerakan reel alignment dari kontaktor di panel elektrik >> motor reel alignment bisa bergerak, cek HMI pada working parameters >> off kan parameter reel alignment yang sebelumnya on >> test kembali gerakan reel alignment dari HMI >> test + pantau >> OK",-,1/28/2019 7:00:00 AM,1/28/2019 7:15:00 AM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1850-0181,menghambat,High,3 Hari,Teknisi PEA - Fillpack B,done,12/12/2018 7:00:00 AM,12/14/2018 6:39:00 AM,open here,open here tidak tampak,Part rusak,OPEN HERE TIDAK TAMPAK,setting sampai oke,-,12/12/2018 7:00:00 AM,12/12/2018 12:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1015,PRB,AC1851-0027,menghambat,High,3 Hari,Hendi Hariyadi,done,12/17/2018 10:26:00 AM,12/17/2018 10:35:00 AM,konveyor eror,konveyor mohon di check,"Suplai utility kurang/hilang (angin, air, steam, listrik)",konveyor incline tidak berfungsi>> tidak ada input ke relay konveyor>> kabel switch lepas ,check>> konveyor incline tidak berfungsi>> check>> relay tidak berfungsi>> coba check inputan relay>> tidak ada input pada relay>> coba runut kabel>> ternyata ada kabel lepas pada switch on/off konveyor incline>> perbaiki kbel>> pasang relay>> coba reset>> test>> ok,-,12/17/2018 10:30:00 AM,12/17/2018 11:15:00 AM,,,,
Fillpack B,Filling 6 Line F6L1011,PRB,AC1917-0186,menghambat,High,3 Hari,Hendi Hariyadi,repaired,4/26/2019 7:42:00 AM,4/26/2019 7:55:00 AM,PMO,mohon di PMO,Kurang lubrikasi,PMO,lakukan prosedur PMO,-,4/26/2019 6:30:00 AM,4/26/2019 7:30:00 AM,,,,
Fillpack B,Konveyor KVY1026,PRB,AC1844-0126,menghambat,High,3 Hari,Admin PRB Fillpack,done,11/1/2018 12:42:00 AM,11/1/2018 12:43:00 AM,sensornya error,Hasil lipatan tidak ok,Pengoperasian tidak normal,speed motor tidak ok,setting speed >> setting sensor >> ok,menjaga kebersihan mesin,11/1/2018 12:45:00 AM,11/1/2018 2:15:00 AM,,,,
Fillpack B,Filling 6 Line F6L1012,PRB,AC1845-0002,menghambat,High,3 Hari,Hendi Hariyadi,done,11/5/2018 7:01:00 AM,11/5/2018 7:09:00 AM,penggantian nipple track lifting ,mohon pergantian track lifting niple,Part rusak,-,ganti nipple >> pasang >> OK,-,11/5/2018 7:30:00 AM,11/5/2018 8:00:00 AM,,,,
Fillpack B,Filling 6 Line F6L1015,PRB,AC1901-0003,menghambat,High,3 Hari,Sugiyono NSI,done,1/2/2019 8:34:00 AM,1/2/2019 8:34:00 AM,selang flexible,mohon penggantian dari selang flexible di ml n ,Part rusak,flexible hose rusak,pergantian flexible hose 3 pcs >> pasang >> ok,-,1/2/2019 10:15:00 AM,1/2/2019 10:45:00 AM,,,,
Fillpack B,Filling 6 Line F6L1012,PRB,AC1852-0160,menghambat,High,3 Hari,Hendi Hariyadi,done,12/28/2018 2:50:00 PM,12/28/2018 3:00:00 PM,Screen hooper lepas,repair screen hoper ,Part rusak,saringan hoper rusak,repair saringan > bersihkan saringan > ok > serah terima dengan operator,-,12/28/2018 7:00:00 PM,12/28/2018 8:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1015,PRB,AC1904-0131,menghambat,High,3 Hari,Hendi Hariyadi,done,1/24/2019 1:05:00 PM,1/24/2019 1:15:00 PM,saringan filter di perbaiki,Mohon di bantu ,Part rusak,pengelasan saringan hopper yang patah,check>> bersihkan bagian yang patah>> las bagian yang patah>> coba bersihkan dengan cairan kimia pada bagian yang dilas>> bersihkan>> keringkan>> pasaang>> ok,-,1/24/2019 1:15:00 PM,1/24/2019 2:15:00 PM,,,,
Fillpack B,Filling 6 Line F6L1018,PRB,AC1848-0238,menghambat,High,3 Hari,Hendi Hariyadi,done,11/30/2018 8:40:00 PM,11/30/2018 8:48:00 PM,Ganti pisau slitter,mohon cek pisau slitter tumpul,Part rusak,pisau slitter sumpul,ganti pisau dgn yang baru,menjaga kebersihan mesin,12/1/2018 12:15:00 AM,12/1/2018 1:15:00 AM,,,,
Fillpack B,Filling 6 Line F6L1015,PRB,AC1915-0059,menghambat,High,3 Hari,Hendi Hariyadi,done,4/10/2019 1:34:00 PM,4/10/2019 1:47:00 PM,core eror ,"produk strip terus, mohon di check",Part rusak,drat kuningan aus,lepas handle core >> lepas as core >> lepas drat kuningan >> ganti dengan yang baru >> pasang kembali as pada body nya >> pasang kembali handle core >> test dengan roll kosong >> OK,-,4/10/2019 2:15:00 PM,4/10/2019 3:00:00 PM,,,,
Fillpack B,Filling 6 Line F6L1018,PRB,AC1912-0198,menghambat,High,3 Hari,Hendi Hariyadi,done,3/25/2019 6:14:00 AM,3/25/2019 6:26:00 AM,PMO,mohon di bantu,Kurang lubrikasi,PMO,lakukan prosedur PMO,-,3/25/2019 6:30:00 AM,3/25/2019 7:30:00 AM,,,,
